"ccode","High_Act","Country_Name","Year","Major_Power","Mil_Ex","Mil_Per","Total_Pop","Polity"
365,17,"Russia",1986,1,287600000,3900,280016,NA
2,7,"United States of America",1986,1,265480000,2269,240651,10
530,16,"Ethiopia",1986,NA,445860,300,45737,-8
652,16,"Syria",1986,NA,3680000,400,10612,-9
800,17,"Thailand",1986,NA,1570000,256,52511,2
710,17,"China",1986,1,5830000,4030,1086773,-7
2,7,"United States of America",1986,1,265480000,2269,240651,10
2,7,"United States of America",1986,1,265480000,2269,240651,10
2,7,"United States of America",1986,1,265480000,2269,240651,10
630,15,"Iran",1986,NA,5900000,345,49445,-6
630,15,"Iran",1986,NA,5900000,345,49445,-6
670,0,"Saudi Arabia",1986,NA,17300000,80,13347,-10
750,17,"India",1986,NA,7970000,1260,767199,8
710,20,"China",1986,1,5830000,4030,1086773,-7
432,7,"Mali",1986,NA,37250,8,7566,-7
220,17,"France",1986,1,24230000,558,55547,9
220,17,"France",1986,1,24230000,558,55547,9
483,17,"Chad",1986,NA,48660,22,5122,-7
2,16,"United States of America",1986,1,265480000,2269,240651,10
2,0,"United States of America",1986,1,265480000,2269,240651,10
800,17,"Thailand",1987,NA,1740000,256,53427,2
800,17,"Thailand",1987,NA,1740000,256,53427,2
811,17,"Cambodia",1987,NA,-9,60,7919,-66
40,17,"Cuba",1987,NA,1660000,297,10301,-7
40,17,"Cuba",1987,NA,1660000,297,10301,-7
540,17,"Angola",1987,NA,819000,74,8457,-7
700,17,"Afghanistan",1987,NA,-9,50,14165,-66
710,12,"China",1987,1,5640000,3530,1104193,-7
630,20,"Iran",1987,NA,8960000,350,50662,-6
350,17,"Greece",1987,NA,2130000,199,10001,10
520,17,"Somalia",1987,NA,31613,50,8211,-7
2,7,"United States of America",1987,1,273966000,2280,242804,10
2,7,"United States of America",1987,1,273966000,2280,242804,10
91,16,"Honduras",1987,NA,138000,20,4656,5
750,17,"India",1987,NA,9650000,1260,783730,8
95,0,"Panama",1987,NA,104600,12,2257,-8
93,17,"Nicaragua",1987,NA,189000,80,3501,-1
41,0,"Haiti",1987,NA,42000,8,6113,-88
365,7,"Russia",1987,1,303000000,3900,282830,NA
2,8,"United States of America",1987,1,273966000,2280,242804,10
2,17,"United States of America",1987,1,273966000,2280,242804,10
2,7,"United States of America",1987,1,273966000,2280,242804,10
2,7,"United States of America",1987,1,273966000,2280,242804,10
200,0,"United Kingdom",1987,1,31774000,328,57009,10
630,16,"Iran",1987,NA,8960000,350,50662,-6
800,17,"Thailand",1987,NA,1740000,256,53427,2
775,15,"Myanmar",1987,NA,291600,186,39073,-8
750,7,"India",1987,NA,9650000,1260,783730,8
750,16,"India",1987,NA,9650000,1260,783730,8
710,7,"China",1987,1,5640000,3530,1104193,-7
710,0,"China",1987,1,5640000,3530,1104193,-7
680,17,"Yemen People's Republic",1987,NA,207000,40,2278,-7
645,16,"Iraq",1987,NA,13990000,900,16330,-9
645,16,"Iraq",1987,NA,13990000,900,16330,-9
645,16,"Iraq",1987,NA,13990000,900,16330,-9
640,0,"Turkey",1987,NA,2020000,879,52561,7
630,16,"Iran",1987,NA,8960000,350,50662,-6
630,16,"Iran",1987,NA,8960000,350,50662,-6
630,16,"Iran",1987,NA,8960000,350,50662,-6
630,16,"Iran",1987,NA,8960000,350,50662,-6
630,16,"Iran",1987,NA,8960000,350,50662,-6
630,16,"Iran",1987,NA,8960000,350,50662,-6
630,16,"Iran",1987,NA,8960000,350,50662,-6
630,17,"Iran",1987,NA,8960000,350,50662,-6
630,7,"Iran",1987,NA,8960000,350,50662,-6
630,17,"Iran",1987,NA,8960000,350,50662,-6
541,15,"Mozambique",1987,NA,106090,65,14116,-7
541,15,"Mozambique",1987,NA,106090,65,14116,-7
530,17,"Ethiopia",1987,NA,471590,300,47189,-8
500,17,"Uganda",1987,NA,130920,25,15421,-7
490,17,"Democratic Republic of the Congo",1987,NA,46260,53,32461,-9
484,17,"Congo",1987,NA,100510,14,2041,-8
471,17,"Cameroon",1987,NA,153290,15,10822,-8
450,0,"Liberia",1987,NA,41000,6,2281,-6
435,7,"Mauritania",1987,NA,35000,16,1858,-7
551,0,"Zambia",1987,NA,71014,17,6720,-9
551,0,"Zambia",1987,NA,71014,17,6720,-9
560,16,"South Africa",1987,NA,3290000,102,34626,4
95,0,"Panama",1987,NA,104600,12,2257,-8
100,7,"Colombia",1987,NA,272990,86,30578,8
338,0,"Malta",1987,NA,23180,1,344,NA
260,0,"German Federal Republic",1987,NA,28290000,495,61077,10
350,0,"Greece",1987,NA,2130000,199,10001,10
352,0,"Cyprus",1987,NA,121010,13,659,10
350,0,"Greece",1987,NA,2130000,199,10001,10
345,0,"Yugoslavia",1987,NA,2710000,234,23417,-5
325,7,"Italy",1987,NA,13360000,504,57345,10
230,0,"Spain",1987,NA,5700000,314,38716,10
220,8,"France",1987,1,29580000,559,55824,9
352,0,"Cyprus",1987,NA,121010,13,659,10
380,0,"Sweden",1987,NA,4860000,66,8398,10
365,0,"Russia",1987,1,303000000,3900,282830,NA
365,16,"Russia",1987,1,303000000,3900,282830,NA
360,0,"Romania",1987,NA,1183000,248,22940,-8
385,0,"Norway",1987,NA,2590000,38,4187,10
385,0,"Norway",1987,NA,2590000,38,4187,10
390,0,"Denmark",1987,NA,1570000,28,5127,10
710,20,"China",1987,1,5640000,3530,1104193,-7
220,17,"France",1987,1,29580000,559,55824,9
220,17,"France",1987,1,29580000,559,55824,9
483,17,"Chad",1987,NA,34300,30,5221,-7
710,16,"China",1987,1,5640000,3530,1104193,-7
40,17,"Cuba",1988,NA,2240000,297,10412,-7
40,17,"Cuba",1988,NA,2240000,297,10412,-7
540,17,"Angola",1988,NA,819000,107,8700,-7
630,20,"Iran",1988,NA,9900000,654,51909,-6
2,7,"United States of America",1988,1,281935000,2250,245021,10
2,7,"United States of America",1988,1,281935000,2250,245021,10
91,16,"Honduras",1988,NA,124000,19,4802,5
95,0,"Panama",1988,NA,101000,11,2303,-8
2,17,"United States of America",1988,1,281935000,2250,245021,10
2,7,"United States of America",1988,1,281935000,2250,245021,10
850,16,"Indonesia",1988,NA,1402000,284,175589,-7
820,15,"Malaysia",1988,NA,1612000,113,16942,4
775,15,"Myanmar",1988,NA,286000,186,39839,-6
740,0,"Japan",1988,NA,28406000,245,122578,10
710,14,"China",1988,1,5860000,3780,1121980,-7
710,0,"China",1988,1,5860000,3780,1121980,-7
630,16,"Iran",1988,NA,9900000,654,51909,-6
630,16,"Iran",1988,NA,9900000,654,51909,-6
560,16,"South Africa",1988,NA,3410000,100,35425,4
560,17,"South Africa",1988,NA,3410000,100,35425,4
552,0,"Zimbabwe",1988,NA,460000,45,8878,-6
530,16,"Ethiopia",1988,NA,536300,250,48587,-8
450,0,"Liberia",1988,NA,28070,7,2341,-6
360,0,"Romania",1988,NA,809000,220,23054,-8
352,16,"Cyprus",1988,NA,124830,13,664,10
630,16,"Iran",1988,NA,9900000,654,51909,-6
260,0,"German Federal Republic",1988,NA,29170000,495,61420,10
230,0,"Spain",1988,NA,6540000,304,38809,10
230,0,"Spain",1988,NA,6540000,304,38809,10
100,16,"Colombia",1988,NA,240510,76,31141,8
95,0,"Panama",1988,NA,101000,11,2303,-8
94,0,"Costa Rica",1988,NA,21000,8,2851,10
91,7,"Honduras",1988,NA,124000,19,4802,5
20,15,"Canada",1988,NA,8830000,88,26798,10
2,8,"United States of America",1988,1,281935000,2250,245021,10
800,17,"Thailand",1988,NA,1830000,256,54326,3
630,16,"Iran",1988,NA,9900000,654,51909,-6
630,16,"Iran",1988,NA,9900000,654,51909,-6
630,17,"Iran",1988,NA,9900000,654,51909,-6
630,17,"Iran",1988,NA,9900000,654,51909,-6
350,0,"Greece",1988,NA,2490000,199,10037,10
220,8,"France",1988,1,30700000,558,56118,9
352,0,"Cyprus",1988,NA,124830,13,664,10
385,0,"Norway",1988,NA,2934000,40,4209,10
2,16,"United States of America",1988,1,281935000,2250,245021,10
2,16,"United States of America",1988,1,281935000,2250,245021,10
390,0,"Denmark",1988,NA,2010000,30,5130,10
2,17,"United States of America",1988,1,281935000,2250,245021,10
2,16,"United States of America",1989,1,294880000,2240,247342,10
2,0,"United States of America",1989,1,294880000,2240,247342,10
2,17,"United States of America",1989,1,294880000,2240,247342,10
91,17,"Honduras",1989,NA,138000,19,4951,6
91,16,"Honduras",1989,NA,138000,19,4951,6
220,7,"France",1989,1,28580000,558,56423,9
220,7,"France",1989,1,28580000,558,56423,9
338,0,"Malta",1989,NA,21590,2,351,NA
350,8,"Greece",1989,NA,3170000,201,10090,10
433,0,"Senegal",1989,NA,94950,15,7103,-1
500,17,"Uganda",1989,NA,83820,40,16182,-7
500,0,"Uganda",1989,NA,83820,40,16182,-7
501,1,"Kenya",1989,NA,294000,20,24872,-7
630,17,"Iran",1989,NA,8600000,604,53187,-6
651,16,"Egypt",1989,NA,4270000,450,51477,-6
700,16,"Afghanistan",1989,NA,-9,55,14346,-8
731,15,"North Korea",1989,NA,4200000,1040,20054,-9
775,17,"Myanmar",1989,NA,332590,200,40601,-6
800,0,"Thailand",1989,NA,1800000,283,55214,3
630,16,"Iran",1989,NA,8600000,604,53187,-6
640,0,"Turkey",1989,NA,2100000,780,54893,9
433,17,"Senegal",1989,NA,94950,15,7103,-1
2,17,"United States of America",1990,1,289755000,2180,249907,10
500,0,"Uganda",1990,NA,74130,60,16649,-7
404,17,"Guinea-Bissau",1990,NA,4430,12,964,-8
433,17,"Senegal",1990,NA,111850,18,7298,-1
437,0,"Ivory Coast",1990,NA,128583,15,11717,-7
490,16,"Democratic Republic of the Congo",1990,NA,58662,55,35562,-8
645,16,"Iraq",1990,NA,8610000,1390,18078,-9
2,20,"United States of America",1990,1,289755000,2180,249907,10
2,20,"United States of America",1990,1,289755000,2180,249907,10
2,20,"United States of America",1990,1,289755000,2180,249907,10
2,20,"United States of America",1990,1,289755000,2180,249907,10
2,20,"United States of America",1990,1,289755000,2180,249907,10
2,20,"United States of America",1990,1,289755000,2180,249907,10
2,20,"United States of America",1990,1,289755000,2180,249907,10
2,20,"United States of America",1990,1,289755000,2180,249907,10
2,20,"United States of America",1990,1,289755000,2180,249907,10
2,20,"United States of America",1990,1,289755000,2180,249907,10
2,20,"United States of America",1990,1,289755000,2180,249907,10
2,20,"United States of America",1990,1,289755000,2180,249907,10
2,20,"United States of America",1990,1,289755000,2180,249907,10
2,20,"United States of America",1990,1,289755000,2180,249907,10
2,20,"United States of America",1990,1,289755000,2180,249907,10
2,20,"United States of America",1990,1,289755000,2180,249907,10
2,20,"United States of America",1990,1,289755000,2180,249907,10
2,20,"United States of America",1990,1,289755000,2180,249907,10
2,20,"United States of America",1990,1,289755000,2180,249907,10
2,20,"United States of America",1990,1,289755000,2180,249907,10
2,20,"United States of America",1990,1,289755000,2180,249907,10
2,20,"United States of America",1990,1,289755000,2180,249907,10
2,20,"United States of America",1990,1,289755000,2180,249907,10
20,20,"Canada",1990,NA,10280000,87,27701,10
20,20,"Canada",1990,NA,10280000,87,27701,10
20,20,"Canada",1990,NA,10280000,87,27701,10
20,20,"Canada",1990,NA,10280000,87,27701,10
20,20,"Canada",1990,NA,10280000,87,27701,10
20,20,"Canada",1990,NA,10280000,87,27701,10
20,20,"Canada",1990,NA,10280000,87,27701,10
20,20,"Canada",1990,NA,10280000,87,27701,10
20,20,"Canada",1990,NA,10280000,87,27701,10
20,20,"Canada",1990,NA,10280000,87,27701,10
20,20,"Canada",1990,NA,10280000,87,27701,10
20,20,"Canada",1990,NA,10280000,87,27701,10
20,20,"Canada",1990,NA,10280000,87,27701,10
20,20,"Canada",1990,NA,10280000,87,27701,10
20,20,"Canada",1990,NA,10280000,87,27701,10
20,20,"Canada",1990,NA,10280000,87,27701,10
20,20,"Canada",1990,NA,10280000,87,27701,10
20,20,"Canada",1990,NA,10280000,87,27701,10
20,20,"Canada",1990,NA,10280000,87,27701,10
20,20,"Canada",1990,NA,10280000,87,27701,10
20,20,"Canada",1990,NA,10280000,87,27701,10
20,20,"Canada",1990,NA,10280000,87,27701,10
160,7,"Argentina",1990,NA,770980,85,32527,7
160,7,"Argentina",1990,NA,770980,85,32527,7
160,7,"Argentina",1990,NA,770980,85,32527,7
160,7,"Argentina",1990,NA,770980,85,32527,7
160,7,"Argentina",1990,NA,770980,85,32527,7
160,7,"Argentina",1990,NA,770980,85,32527,7
160,7,"Argentina",1990,NA,770980,85,32527,7
160,7,"Argentina",1990,NA,770980,85,32527,7
160,7,"Argentina",1990,NA,770980,85,32527,7
160,7,"Argentina",1990,NA,770980,85,32527,7
160,7,"Argentina",1990,NA,770980,85,32527,7
160,7,"Argentina",1990,NA,770980,85,32527,7
160,7,"Argentina",1990,NA,770980,85,32527,7
160,7,"Argentina",1990,NA,770980,85,32527,7
160,7,"Argentina",1990,NA,770980,85,32527,7
160,7,"Argentina",1990,NA,770980,85,32527,7
160,7,"Argentina",1990,NA,770980,85,32527,7
160,7,"Argentina",1990,NA,770980,85,32527,7
160,7,"Argentina",1990,NA,770980,85,32527,7
160,7,"Argentina",1990,NA,770980,85,32527,7
160,7,"Argentina",1990,NA,770980,85,32527,7
200,20,"United Kingdom",1990,1,38520000,308,57561,10
200,20,"United Kingdom",1990,1,38520000,308,57561,10
200,20,"United Kingdom",1990,1,38520000,308,57561,10
200,20,"United Kingdom",1990,1,38520000,308,57561,10
200,20,"United Kingdom",1990,1,38520000,308,57561,10
200,20,"United Kingdom",1990,1,38520000,308,57561,10
200,20,"United Kingdom",1990,1,38520000,308,57561,10
200,20,"United Kingdom",1990,1,38520000,308,57561,10
200,20,"United Kingdom",1990,1,38520000,308,57561,10
200,20,"United Kingdom",1990,1,38520000,308,57561,10
200,20,"United Kingdom",1990,1,38520000,308,57561,10
200,20,"United Kingdom",1990,1,38520000,308,57561,10
200,20,"United Kingdom",1990,1,38520000,308,57561,10
200,20,"United Kingdom",1990,1,38520000,308,57561,10
200,20,"United Kingdom",1990,1,38520000,308,57561,10
200,20,"United Kingdom",1990,1,38520000,308,57561,10
200,20,"United Kingdom",1990,1,38520000,308,57561,10
200,20,"United Kingdom",1990,1,38520000,308,57561,10
200,20,"United Kingdom",1990,1,38520000,308,57561,10
200,20,"United Kingdom",1990,1,38520000,308,57561,10
210,7,"Netherlands",1990,NA,7820000,104,14952,10
210,7,"Netherlands",1990,NA,7820000,104,14952,10
210,7,"Netherlands",1990,NA,7820000,104,14952,10
210,7,"Netherlands",1990,NA,7820000,104,14952,10
210,7,"Netherlands",1990,NA,7820000,104,14952,10
210,7,"Netherlands",1990,NA,7820000,104,14952,10
210,7,"Netherlands",1990,NA,7820000,104,14952,10
210,7,"Netherlands",1990,NA,7820000,104,14952,10
210,7,"Netherlands",1990,NA,7820000,104,14952,10
210,7,"Netherlands",1990,NA,7820000,104,14952,10
210,7,"Netherlands",1990,NA,7820000,104,14952,10
210,7,"Netherlands",1990,NA,7820000,104,14952,10
210,7,"Netherlands",1990,NA,7820000,104,14952,10
210,7,"Netherlands",1990,NA,7820000,104,14952,10
210,7,"Netherlands",1990,NA,7820000,104,14952,10
210,7,"Netherlands",1990,NA,7820000,104,14952,10
210,7,"Netherlands",1990,NA,7820000,104,14952,10
210,7,"Netherlands",1990,NA,7820000,104,14952,10
210,7,"Netherlands",1990,NA,7820000,104,14952,10
211,7,"Belgium",1990,NA,3070000,106,9967,10
211,7,"Belgium",1990,NA,3070000,106,9967,10
211,7,"Belgium",1990,NA,3070000,106,9967,10
211,7,"Belgium",1990,NA,3070000,106,9967,10
211,7,"Belgium",1990,NA,3070000,106,9967,10
211,7,"Belgium",1990,NA,3070000,106,9967,10
211,7,"Belgium",1990,NA,3070000,106,9967,10
211,7,"Belgium",1990,NA,3070000,106,9967,10
211,7,"Belgium",1990,NA,3070000,106,9967,10
211,7,"Belgium",1990,NA,3070000,106,9967,10
211,7,"Belgium",1990,NA,3070000,106,9967,10
211,7,"Belgium",1990,NA,3070000,106,9967,10
211,7,"Belgium",1990,NA,3070000,106,9967,10
211,7,"Belgium",1990,NA,3070000,106,9967,10
211,7,"Belgium",1990,NA,3070000,106,9967,10
211,7,"Belgium",1990,NA,3070000,106,9967,10
211,7,"Belgium",1990,NA,3070000,106,9967,10
211,7,"Belgium",1990,NA,3070000,106,9967,10
220,20,"France",1990,1,34790000,554,56735,9
220,20,"France",1990,1,34790000,554,56735,9
220,20,"France",1990,1,34790000,554,56735,9
220,20,"France",1990,1,34790000,554,56735,9
220,20,"France",1990,1,34790000,554,56735,9
220,20,"France",1990,1,34790000,554,56735,9
220,20,"France",1990,1,34790000,554,56735,9
220,20,"France",1990,1,34790000,554,56735,9
220,20,"France",1990,1,34790000,554,56735,9
220,20,"France",1990,1,34790000,554,56735,9
220,20,"France",1990,1,34790000,554,56735,9
220,20,"France",1990,1,34790000,554,56735,9
220,20,"France",1990,1,34790000,554,56735,9
220,20,"France",1990,1,34790000,554,56735,9
220,20,"France",1990,1,34790000,554,56735,9
220,20,"France",1990,1,34790000,554,56735,9
220,20,"France",1990,1,34790000,554,56735,9
230,7,"Spain",1990,NA,8540000,263,38959,10
230,7,"Spain",1990,NA,8540000,263,38959,10
230,7,"Spain",1990,NA,8540000,263,38959,10
230,7,"Spain",1990,NA,8540000,263,38959,10
230,7,"Spain",1990,NA,8540000,263,38959,10
230,7,"Spain",1990,NA,8540000,263,38959,10
230,7,"Spain",1990,NA,8540000,263,38959,10
230,7,"Spain",1990,NA,8540000,263,38959,10
230,7,"Spain",1990,NA,8540000,263,38959,10
230,7,"Spain",1990,NA,8540000,263,38959,10
230,7,"Spain",1990,NA,8540000,263,38959,10
230,7,"Spain",1990,NA,8540000,263,38959,10
230,7,"Spain",1990,NA,8540000,263,38959,10
230,7,"Spain",1990,NA,8540000,263,38959,10
230,7,"Spain",1990,NA,8540000,263,38959,10
230,7,"Spain",1990,NA,8540000,263,38959,10
325,20,"Italy",1990,NA,19580000,493,57661,10
325,20,"Italy",1990,NA,19580000,493,57661,10
325,20,"Italy",1990,NA,19580000,493,57661,10
325,20,"Italy",1990,NA,19580000,493,57661,10
325,20,"Italy",1990,NA,19580000,493,57661,10
325,20,"Italy",1990,NA,19580000,493,57661,10
325,20,"Italy",1990,NA,19580000,493,57661,10
325,20,"Italy",1990,NA,19580000,493,57661,10
325,20,"Italy",1990,NA,19580000,493,57661,10
325,20,"Italy",1990,NA,19580000,493,57661,10
325,20,"Italy",1990,NA,19580000,493,57661,10
325,20,"Italy",1990,NA,19580000,493,57661,10
325,20,"Italy",1990,NA,19580000,493,57661,10
325,20,"Italy",1990,NA,19580000,493,57661,10
325,20,"Italy",1990,NA,19580000,493,57661,10
350,7,"Greece",1990,NA,3920000,201,10161,10
350,7,"Greece",1990,NA,3920000,201,10161,10
350,7,"Greece",1990,NA,3920000,201,10161,10
350,7,"Greece",1990,NA,3920000,201,10161,10
350,7,"Greece",1990,NA,3920000,201,10161,10
350,7,"Greece",1990,NA,3920000,201,10161,10
350,7,"Greece",1990,NA,3920000,201,10161,10
350,7,"Greece",1990,NA,3920000,201,10161,10
350,7,"Greece",1990,NA,3920000,201,10161,10
350,7,"Greece",1990,NA,3920000,201,10161,10
350,7,"Greece",1990,NA,3920000,201,10161,10
350,7,"Greece",1990,NA,3920000,201,10161,10
350,7,"Greece",1990,NA,3920000,201,10161,10
350,7,"Greece",1990,NA,3920000,201,10161,10
433,7,"Senegal",1990,NA,111850,18,7298,-1
433,7,"Senegal",1990,NA,111850,18,7298,-1
433,7,"Senegal",1990,NA,111850,18,7298,-1
433,7,"Senegal",1990,NA,111850,18,7298,-1
433,7,"Senegal",1990,NA,111850,18,7298,-1
433,7,"Senegal",1990,NA,111850,18,7298,-1
433,7,"Senegal",1990,NA,111850,18,7298,-1
433,7,"Senegal",1990,NA,111850,18,7298,-1
433,7,"Senegal",1990,NA,111850,18,7298,-1
433,7,"Senegal",1990,NA,111850,18,7298,-1
433,7,"Senegal",1990,NA,111850,18,7298,-1
433,7,"Senegal",1990,NA,111850,18,7298,-1
433,7,"Senegal",1990,NA,111850,18,7298,-1
436,7,"Niger",1990,NA,45180,5,7731,-7
436,7,"Niger",1990,NA,45180,5,7731,-7
436,7,"Niger",1990,NA,45180,5,7731,-7
436,7,"Niger",1990,NA,45180,5,7731,-7
436,7,"Niger",1990,NA,45180,5,7731,-7
436,7,"Niger",1990,NA,45180,5,7731,-7
436,7,"Niger",1990,NA,45180,5,7731,-7
436,7,"Niger",1990,NA,45180,5,7731,-7
436,7,"Niger",1990,NA,45180,5,7731,-7
436,7,"Niger",1990,NA,45180,5,7731,-7
436,7,"Niger",1990,NA,45180,5,7731,-7
436,7,"Niger",1990,NA,45180,5,7731,-7
451,7,"Sierra Leone",1990,NA,4239,5,3997,-7
451,7,"Sierra Leone",1990,NA,4239,5,3997,-7
451,7,"Sierra Leone",1990,NA,4239,5,3997,-7
451,7,"Sierra Leone",1990,NA,4239,5,3997,-7
451,7,"Sierra Leone",1990,NA,4239,5,3997,-7
451,7,"Sierra Leone",1990,NA,4239,5,3997,-7
451,7,"Sierra Leone",1990,NA,4239,5,3997,-7
451,7,"Sierra Leone",1990,NA,4239,5,3997,-7
451,7,"Sierra Leone",1990,NA,4239,5,3997,-7
451,7,"Sierra Leone",1990,NA,4239,5,3997,-7
451,7,"Sierra Leone",1990,NA,4239,5,3997,-7
600,7,"Morocco",1990,NA,1500000,195,24487,-8
600,7,"Morocco",1990,NA,1500000,195,24487,-8
600,7,"Morocco",1990,NA,1500000,195,24487,-8
600,7,"Morocco",1990,NA,1500000,195,24487,-8
600,7,"Morocco",1990,NA,1500000,195,24487,-8
600,7,"Morocco",1990,NA,1500000,195,24487,-8
600,7,"Morocco",1990,NA,1500000,195,24487,-8
600,7,"Morocco",1990,NA,1500000,195,24487,-8
600,7,"Morocco",1990,NA,1500000,195,24487,-8
600,7,"Morocco",1990,NA,1500000,195,24487,-8
640,7,"Turkey",1990,NA,2980000,769,56098,9
640,7,"Turkey",1990,NA,2980000,769,56098,9
640,7,"Turkey",1990,NA,2980000,769,56098,9
640,7,"Turkey",1990,NA,2980000,769,56098,9
640,7,"Turkey",1990,NA,2980000,769,56098,9
640,7,"Turkey",1990,NA,2980000,769,56098,9
640,7,"Turkey",1990,NA,2980000,769,56098,9
640,7,"Turkey",1990,NA,2980000,769,56098,9
640,7,"Turkey",1990,NA,2980000,769,56098,9
645,20,"Iraq",1990,NA,8610000,1390,18078,-9
645,20,"Iraq",1990,NA,8610000,1390,18078,-9
